MOVIE_ID,NAME,YEARS,RATING
48,Justice League,2001.0,3.7109440267335
48,Justice League,2001.0,3.7109440267335
49,Devo: The Complete Truth About De-evolution,2003.0,3.6666666666666665
49,Devo: The Complete Truth About De-evolution,2003.0,3.6666666666666665
50,A Yank in the R.A.F.,1941.0,3.027439024390244
50,A Yank in the R.A.F.,1941.0,3.027439024390244
51,Jonah: A VeggieTales Movie: Bonus Material,2002.0,3.566666666666667
51,Jonah: A VeggieTales Movie: Bonus Material,2002.0,3.566666666666667
52,The Weather Underground,2002.0,3.757140081600933
52,The Weather Underground,2002.0,3.757140081600933
53,The Bonesetter,2003.0,1.6754385964912282
53,The Bonesetter,2003.0,1.6754385964912282
54,We're Not Married,1952.0,2.9874213836477987
54,We're Not Married,1952.0,2.9874213836477987
55,Jade,1995.0,3.024522028262677
55,Jade,1995.0,3.024522028262677
56,Carandiru,2004.0,3.648663393344244
56,Carandiru,2004.0,3.648663393344244
57,Richard III,1995.0,3.678551375631668
57,Richard III,1995.0,3.678551375631668
58,Dragonheart,1996.0,3.612008043665613
58,Dragonheart,1996.0,3.612008043665613
59,Sex and the Beauties,2003.0,2.7892156862745097
59,Sex and the Beauties,2003.0,2.7892156862745097
60,The Libertine,1969.0,2.1491525423728812
60,The Libertine,1969.0,2.1491525423728812
61,Ricky Martin: One Night Only,1999.0,2.952380952380953
61,Ricky Martin: One Night Only,1999.0,2.952380952380953
62,Ken Burns' America: Empire of the Air,1991.0,3.6241379310344826
62,Ken Burns' America: Empire of the Air,1991.0,3.6241379310344826
63,Crash Dive,1943.0,3.25
63,Crash Dive,1943.0,3.25
64,Outside the Law,2001.0,2.4210526315789473
64,Outside the Law,2001.0,2.4210526315789473
65,Lost in the Pershing Point Hotel,2000.0,2.3294573643410854
65,Lost in the Pershing Point Hotel,2000.0,2.3294573643410854
66,Barbarian Queen 2,1989.0,2.2951807228915664
66,Barbarian Queen 2,1989.0,2.2951807228915664
67,Vampire Journals,1997.0,2.557093425605536
67,Vampire Journals,1997.0,2.557093425605536
68,Invader Zim,2004.0,4.14259927797834
68,Invader Zim,2004.0,4.14259927797834
69,WWE: Armageddon 2003,2003.0,3.293103448275862
69,WWE: Armageddon 2003,2003.0,3.293103448275862
70,Tai Chi: The 24 Forms,1999.0,2.7317784256559765
70,Tai Chi: The 24 Forms,1999.0,2.7317784256559765
71,Maya Lin: A Strong Clear Vision,1995.0,3.770019218449712
71,Maya Lin: A Strong Clear Vision,1995.0,3.770019218449712
72,At Home Among Strangers,1974.0,3.1452513966480447
72,At Home Among Strangers,1974.0,3.1452513966480447
73,Davy Crockett: 50th Anniversary Double Feature,1954.0,3.891566265060241
73,Davy Crockett: 50th Anniversary Double Feature,1954.0,3.891566265060241
74,6ixtynin9,1999.0,3.185567010309278
74,6ixtynin9,1999.0,3.185567010309278
75,Grind,1997.0,2.5707762557077625
75,Grind,1997.0,2.5707762557077625
76,I Love Lucy: Season 2,1952.0,4.090385917400136
76,I Love Lucy: Season 2,1952.0,4.090385917400136
77,Congo,1995.0,2.852772466539197
77,Congo,1995.0,2.852772466539197
78,Jingle All the Way,1996.0,2.9416494845360823
78,Jingle All the Way,1996.0,2.9416494845360823
79,The Killing,1956.0,3.765381218722402
79,The Killing,1956.0,3.765381218722402
80,Winter Kills,1979.0,2.7992700729927007
80,Winter Kills,1979.0,2.7992700729927007
81,Antarctica: IMAX,1991.0,3.4395516413130505
81,Antarctica: IMAX,1991.0,3.4395516413130505
82,The Frogmen,1951.0,3.042016806722689
82,The Frogmen,1951.0,3.042016806722689
83,Silkwood,1983.0,3.729331339457381
83,Silkwood,1983.0,3.729331339457381
84,The Powerpuff Girls Movie,2002.0,3.2212936046511627
84,The Powerpuff Girls Movie,2002.0,3.2212936046511627
85,Elfen Lied,2005.0,4.2518796992481205
85,Elfen Lied,2005.0,4.2518796992481205
86,Iron Monkey 2,1996.0,1.9545454545454544
86,Iron Monkey 2,1996.0,1.9545454545454544
87,Louder Than Bombs,2002.0,2.8119658119658117
87,Louder Than Bombs,2002.0,2.8119658119658117
88,Record of Lodoss War: Chronicles of the Heroic Knight,1998.0,3.835378323108384
88,Record of Lodoss War: Chronicles of the Heroic Knight,1998.0,3.835378323108384
89,Chain of Command,2000.0,2.6913439635535306
89,Chain of Command,2000.0,2.6913439635535306
90,The Lemon Drop Kid,1951.0,3.496
90,The Lemon Drop Kid,1951.0,3.496
91,WWE: Royal Rumble 2005,2005.0,3.8959435626102294
91,WWE: Royal Rumble 2005,2005.0,3.8959435626102294
92,ECW: Cyberslam '99,2002.0,3.5652173913043477
92,ECW: Cyberslam '99,2002.0,3.5652173913043477
93,They Came Back,2004.0,2.689655172413793
93,They Came Back,2004.0,2.689655172413793
94,G3: Live in Concert,2000.0,3.6842105263157894
94,G3: Live in Concert,2000.0,3.6842105263157894
95,Dona Herlinda and Her Son,1985.0,2.5828877005347595
95,Dona Herlinda and Her Son,1985.0,2.5828877005347595
96,Inside the Space Station,2000.0,3.3688524590163933
96,Inside the Space Station,2000.0,3.3688524590163933
97,Mostly Martha,2002.0,3.87182829336114
97,Mostly Martha,2002.0,3.87182829336114
98,The Battle of Algiers: Bonus Material,1965.0,3.9153846153846152
98,The Battle of Algiers: Bonus Material,1965.0,3.9153846153846152
99,A Fishy Story,1989.0,2.4206349206349205
99,A Fishy Story,1989.0,2.4206349206349205
100,Sam the Iron Bridge,1993.0,2.6538461538461537
100,Sam the Iron Bridge,1993.0,2.6538461538461537
101,Complete Shamanic Princess,1997.0,3.372727272727273
101,Complete Shamanic Princess,1997.0,3.372727272727273
102,Notre Musique,2004.0,2.7363636363636363
102,Notre Musique,2004.0,2.7363636363636363
103,Sanford and Son: Season 6,1976.0,3.6555023923444976
103,Sanford and Son: Season 6,1976.0,3.6555023923444976
104,The Great Race,1965.0,3.6977142857142855
104,The Great Race,1965.0,3.6977142857142855
105,Obsessed,2002.0,3.1302083333333335
105,Obsessed,2002.0,3.1302083333333335
106,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,2004.0,4.097872340425532
106,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,2004.0,4.097872340425532
107,Magnolia: Bonus Material,2000.0,3.3522316043425815
107,Magnolia: Bonus Material,2000.0,3.3522316043425815
108,Spartan,2004.0,3.167315175097276
108,Spartan,2004.0,3.167315175097276
109,No Way Back,1996.0,2.677064220183486
109,No Way Back,1996.0,2.677064220183486
110,Scandal,1989.0,3.0338119499768412
110,Scandal,1989.0,3.0338119499768412
111,Duplex (Widescreen),2003.0,3.0828824642347397
111,Duplex (Widescreen),2003.0,3.0828824642347397
112,The Eye of Vichy,1993.0,3.00418410041841
112,The Eye of Vichy,1993.0,3.00418410041841
113,Bruce Lee: A Warrior's Journey,2000.0,3.8851399856424984
113,Bruce Lee: A Warrior's Journey,2000.0,3.8851399856424984
114,Dominion Tank Police Part 1 & 2,1989.0,3.366822429906542
114,Dominion Tank Police Part 1 & 2,1989.0,3.366822429906542
115,Lord Peter Wimsey: Murder Must Advertise,1973.0,3.539039039039039
115,Lord Peter Wimsey: Murder Must Advertise,1973.0,3.539039039039039
116,Bear Cub,2004.0,3.539076376554174
116,Bear Cub,2004.0,3.539076376554174
117,Silk Stockings,1957.0,3.46177370030581
117,Silk Stockings,1957.0,3.46177370030581
118,Rambo: First Blood Part II,1985.0,3.432952182952183
118,Rambo: First Blood Part II,1985.0,3.432952182952183
119,Travel the World by Train: Africa,1999.0,2.6979166666666665
119,Travel the World by Train: Africa,1999.0,2.6979166666666665
120,Plain Dirty,2004.0,2.424778761061947
120,Plain Dirty,2004.0,2.424778761061947
121,Beyonce: Live at Wembley,2003.0,3.616161616161616
121,Beyonce: Live at Wembley,2003.0,3.616161616161616
122,Cube 2: Hypercube,2002.0,2.911886457717327
122,Cube 2: Hypercube,2002.0,2.911886457717327
123,Chain of Fools,2000.0,2.8333333333333335
123,Chain of Fools,2000.0,2.8333333333333335
124,Cold Blooded,2000.0,2.266272189349112
124,Cold Blooded,2000.0,2.266272189349112
125,Nighthawks,1981.0,3.370734528629266
125,Nighthawks,1981.0,3.370734528629266
126,Vampire Effect (aka Twins Effect),2003.0,3.201858108108108
126,Vampire Effect (aka Twins Effect),2003.0,3.201858108108108
127,Fatal Beauty,1987.0,2.630391506303915
127,Fatal Beauty,1987.0,2.630391506303915
128,Mr. Vampire,1985.0,3.2158273381294964
128,Mr. Vampire,1985.0,3.2158273381294964
129,Darkwolf,2003.0,2.1481481481481484
129,Darkwolf,2003.0,2.1481481481481484
130,Drowning on Dry Land,1999.0,2.2325581395348837
130,Drowning on Dry Land,1999.0,2.2325581395348837
131,Arachnid,2002.0,2.6950354609929077
131,Arachnid,2002.0,2.6950354609929077
132,Lucio Fulci: The Beyond,1981.0,3.0746987951807228
132,Lucio Fulci: The Beyond,1981.0,3.0746987951807228
133,Viva La Bam: Season 1,2003.0,3.737807257120562
133,Viva La Bam: Season 1,2003.0,3.737807257120562
134,Spirit Lost,1996.0,2.1313131313131315
134,Spirit Lost,1996.0,2.1313131313131315
135,GTO: Great Teacher Onizuka: Set 2,1998.0,4.138020833333333
135,GTO: Great Teacher Onizuka: Set 2,1998.0,4.138020833333333
136,Cat and the Canary,1927.0,2.975
136,Cat and the Canary,1927.0,2.975
137,Naked Lies,1998.0,2.392156862745098
137,Naked Lies,1998.0,2.392156862745098
138,Star Trek: Voyager: Season 1,1995.0,3.9422340602630266
138,Star Trek: Voyager: Season 1,1995.0,3.9422340602630266
139,Allergies: A Natural Approach,2001.0,2.5104166666666665
139,Allergies: A Natural Approach,2001.0,2.5104166666666665
140,Lost in the Wild,1993.0,2.5294117647058822
140,Lost in the Wild,1993.0,2.5294117647058822
141,Goddess of Mercy,2004.0,2.9761904761904763
141,Goddess of Mercy,2004.0,2.9761904761904763
142,The Tricky Master,2000.0,2.8098159509202456
142,The Tricky Master,2000.0,2.8098159509202456
143,The Game,1997.0,3.853031645899588
143,The Game,1997.0,3.853031645899588
144,Deepak Chopra: The Way of the Wizard & Alchemy,2000.0,3.2006920415224913
144,Deepak Chopra: The Way of the Wizard & Alchemy,2000.0,3.2006920415224913
145,Get Out Your Handkerchiefs,1978.0,3.074725274725275
145,Get Out Your Handkerchiefs,1978.0,3.074725274725275
146,Cannibal Women in the Avocado Jungle of Death,1988.0,2.420765027322404
146,Cannibal Women in the Avocado Jungle of Death,1988.0,2.420765027322404
147,Where Sleeping Dogs Lie,1992.0,2.16793893129771
147,Where Sleeping Dogs Lie,1992.0,2.16793893129771
148,Sweet November,2001.0,3.304947283049473
148,Sweet November,2001.0,3.304947283049473
149,The Edward R. Murrow Collection,2005.0,3.0161290322580645
149,The Edward R. Murrow Collection,2005.0,3.0161290322580645
150,Firetrap,2001.0,2.883018867924528
150,Firetrap,2001.0,2.883018867924528
151,Sleepover Nightmare,2005.0,1.9545454545454544
151,Sleepover Nightmare,2005.0,1.9545454545454544
152,A Little Princess,1995.0,3.9340755293604017
152,A Little Princess,1995.0,3.9340755293604017
153,MTV Yoga,2002.0,2.7476635514018692
153,MTV Yoga,2002.0,2.7476635514018692
154,Demon Warrior Koji,2000.0,2.9430379746835444
154,Demon Warrior Koji,2000.0,2.9430379746835444
155,The Strongest Man in the World,1975.0,3.596938775510204
155,The Strongest Man in the World,1975.0,3.596938775510204
156,Husbands and Wives,1992.0,3.495170558748013
156,Husbands and Wives,1992.0,3.495170558748013
157,Laird: White Knuckle Extreme,2004.0,3.3787234042553194
157,Laird: White Knuckle Extreme,2004.0,3.3787234042553194
158,A Killer Within,2004.0,2.657754010695187
158,A Killer Within,2004.0,2.657754010695187
159,Gentlemen of Fortune,1971.0,3.932926829268293
159,Gentlemen of Fortune,1971.0,3.932926829268293
160,Gormenghast,2000.0,3.007786429365962
160,Gormenghast,2000.0,3.007786429365962
161,Ninotchka,1939.0,3.8536209553158702
161,Ninotchka,1939.0,3.8536209553158702
162,John Cleese on How to Irritate People,1968.0,2.959915611814346
162,John Cleese on How to Irritate People,1968.0,2.959915611814346
163,MTV: Making the Band 2: Best of Season 1,2002.0,2.378238341968912
163,MTV: Making the Band 2: Best of Season 1,2002.0,2.378238341968912
164,One Last Dance,2003.0,2.6273006134969323
164,One Last Dance,2003.0,2.6273006134969323
165,Richard Pryor: Live on the Sunset Strip,1982.0,3.9169572798605055
165,Richard Pryor: Live on the Sunset Strip,1982.0,3.9169572798605055
166,Fame,1980.0,3.556332803391627
166,Fame,1980.0,3.556332803391627
167,The Chorus,2004.0,4.0922303573379954
167,The Chorus,2004.0,4.0922303573379954
168,Smokey and the Bandit Part 3,1983.0,3.242424242424242
168,Smokey and the Bandit Part 3,1983.0,3.242424242424242
169,Cartoon Network Halloween: 9 Creepy Cartoon Capers,2004.0,3.388059701492537
169,Cartoon Network Halloween: 9 Creepy Cartoon Capers,2004.0,3.388059701492537
170,Tomorrow,1972.0,3.181395348837209
170,Tomorrow,1972.0,3.181395348837209
171,Funny Face,1957.0,3.74248788368336
171,Funny Face,1957.0,3.74248788368336
172,Jack,2003.0,3.127329192546584
172,Jack,2003.0,3.127329192546584
173,The Devil's Brigade,1968.0,3.538908765652952
173,The Devil's Brigade,1968.0,3.538908765652952
174,Adam-12: Season 1,1968.0,3.319371727748691
174,Adam-12: Season 1,1968.0,3.319371727748691
175,Reservoir Dogs,1992.0,4.003847429519071
175,Reservoir Dogs,1992.0,4.003847429519071
176,The History Channel Presents: Troy: Unearthing the Legend,2004.0,3.2666666666666666
176,The History Channel Presents: Troy: Unearthing the Legend,2004.0,3.2666666666666666
177,Pressure,2002.0,2.680497925311203
177,Pressure,2002.0,2.680497925311203
178,Regular Guys,1996.0,3.372863801139306
178,Regular Guys,1996.0,3.372863801139306
179,Bollywood Bound,2003.0,2.458041958041958
179,Bollywood Bound,2003.0,2.458041958041958
180,Scratch,2002.0,3.833746898263027
180,Scratch,2002.0,3.833746898263027
181,The Last Shot,2004.0,2.6000562113546937
181,The Last Shot,2004.0,2.6000562113546937
182,Moby: Play,2001.0,3.081196581196582
182,Moby: Play,2001.0,3.081196581196582
183,IFilm: Deranged,2005.0,3.0122699386503067
183,IFilm: Deranged,2005.0,3.0122699386503067
184,Billy Blanks: Tae Bo: Cardio Circuit 1,2004.0,3.338345864661654
184,Billy Blanks: Tae Bo: Cardio Circuit 1,2004.0,3.338345864661654
185,Missing in Action 2: The Beginning / Missing in Action 3: Braddock,1985.0,3.0574662603395732
185,Missing in Action 2: The Beginning / Missing in Action 3: Braddock,1985.0,3.0574662603395732
186,Panic in the Streets,1950.0,3.3780068728522337
186,Panic in the Streets,1950.0,3.3780068728522337
187,Death to Smoochy,2002.0,3.012170183051524
187,Death to Smoochy,2002.0,3.012170183051524
188,Dead Birds,2005.0,2.761867398979992
188,Dead Birds,2005.0,2.761867398979992
189,Airplane II: The Sequel,1982.0,3.346466718540001
189,Airplane II: The Sequel,1982.0,3.346466718540001
190,Blood and Sand,1989.0,2.0961538461538463
190,Blood and Sand,1989.0,2.0961538461538463
191,X2: X-Men United,2003.0,3.932202188006483
191,X2: X-Men United,2003.0,3.932202188006483
192,The SoulTaker,2003.0,3.2
192,The SoulTaker,2003.0,3.2
193,Marilyn Manson: Fear of a Satanic Planet,2005.0,2.975206611570248
193,Marilyn Manson: Fear of a Satanic Planet,2005.0,2.975206611570248
194,Arliss: The Best of Arliss,1996.0,3.134674922600619
194,Arliss: The Best of Arliss,1996.0,3.134674922600619
195,Chasing Freedom,2004.0,3.297297297297298
195,Chasing Freedom,2004.0,3.297297297297298
196,Peter Tosh: Stepping Razor: Red X,1992.0,3.4675324675324677
196,Peter Tosh: Stepping Razor: Red X,1992.0,3.4675324675324677
197,Taking Lives,2004.0,3.478931823775535
197,Taking Lives,2004.0,3.478931823775535
198,Gupt,1997.0,3.082474226804124
198,Gupt,1997.0,3.082474226804124
199,The Deer Hunter,1978.0,3.8931820101945984
199,The Deer Hunter,1978.0,3.8931820101945984
200,The Fall of the Roman Empire,1964.0,3.007751937984496
200,The Fall of the Roman Empire,1964.0,3.007751937984496
201,Home Movie,2001.0,3.4174008810572687
201,Home Movie,2001.0,3.4174008810572687
202,Ruby's Bucket of Blood,2001.0,3.1047120418848166
202,Ruby's Bucket of Blood,2001.0,3.1047120418848166
203,Sports Illustrated Swimsuit Edition: 1997,1997.0,3.15625
203,Sports Illustrated Swimsuit Edition: 1997,1997.0,3.15625
204,Venus Boyz,2002.0,2.708695652173913
204,Venus Boyz,2002.0,2.708695652173913
205,Troy: Bonus Material,2004.0,3.3021442495126707
205,Troy: Bonus Material,2004.0,3.3021442495126707
206,Unconstitutional: The War on Our Civil Liberties,2004.0,3.8585766423357666
206,Unconstitutional: The War on Our Civil Liberties,2004.0,3.8585766423357666
207,Denise Austin: Ultimate Fat Burner,2001.0,2.86046511627907
207,Denise Austin: Ultimate Fat Burner,2001.0,2.86046511627907
208,The Three Stooges: Sing a Song of Six Pants,1947.0,3.3588342440801457
208,The Three Stooges: Sing a Song of Six Pants,1947.0,3.3588342440801457
209,Star Trek: Deep Space Nine: Season 5,1996.0,4.160759204207638
209,Star Trek: Deep Space Nine: Season 5,1996.0,4.160759204207638
210,Onmyoji,2001.0,3.151382823871907
210,Onmyoji,2001.0,3.151382823871907
211,The Agronomist,2004.0,3.555045871559633
211,The Agronomist,2004.0,3.555045871559633
212,Querelle,1982.0,2.7786516853932586
212,Querelle,1982.0,2.7786516853932586
213,Dinner Rush,2001.0,3.4709936817920735
213,Dinner Rush,2001.0,3.4709936817920735
214,Read-Along: Beauty and the Beast,2002.0,2.9193548387096775
214,Read-Along: Beauty and the Beast,2002.0,2.9193548387096775
215,That '70s Show: Season 1,1998.0,4.062575210589651
215,That '70s Show: Season 1,1998.0,4.062575210589651
216,Impostor,2000.0,3.218212478920742
216,Impostor,2000.0,3.218212478920742
217,Cherry 2000,1988.0,2.9529411764705884
217,Cherry 2000,1988.0,2.9529411764705884
218,Triumph: Live at the US Festival,1983.0,3.226086956521739
218,Triumph: Live at the US Festival,1983.0,3.226086956521739
219,Neon Bible,1995.0,2.6036036036036037
219,Neon Bible,1995.0,2.6036036036036037
220,Winston Churchill: The Wilderness Years,1983.0,3.257918552036199
220,Winston Churchill: The Wilderness Years,1983.0,3.257918552036199
221,Voyage to the Planets and Beyond,2005.0,3.4347826086956523
221,Voyage to the Planets and Beyond,2005.0,3.4347826086956523
222,Yellow,1998.0,2.606060606060606
222,Yellow,1998.0,2.606060606060606
223,Chappelle's Show: Season 1,2003.0,4.2111917098445595
223,Chappelle's Show: Season 1,2003.0,4.2111917098445595
224,Midsomer Murders: Blood Will Out,1999.0,3.8314917127071824
224,Midsomer Murders: Blood Will Out,1999.0,3.8314917127071824
225,The Cookout,2004.0,2.733739012846518
225,The Cookout,2004.0,2.733739012846518
226,Henry: Portrait of a Serial Killer 2,1996.0,2.4444444444444446
226,Henry: Portrait of a Serial Killer 2,1996.0,2.4444444444444446
227,The Carol Burnett Show: Show Stoppers,2001.0,3.417293233082707
227,The Carol Burnett Show: Show Stoppers,2001.0,3.417293233082707
228,Butch and Sundance: The Early Days,1979.0,2.831578947368421
228,Butch and Sundance: The Early Days,1979.0,2.831578947368421
229,Peter Gabriel: Growing Up Live,2003.0,3.831288343558282
229,Peter Gabriel: Growing Up Live,2003.0,3.831288343558282
230,Unsolved Mysteries: Psychics,1987.0,3.0952380952380953
230,Unsolved Mysteries: Psychics,1987.0,3.0952380952380953
231,Marooned in Iraq,2002.0,2.9427083333333335
231,Marooned in Iraq,2002.0,2.9427083333333335
232,Gross Anatomy,1989.0,3.182676848874598
232,Gross Anatomy,1989.0,3.182676848874598
233,Chato's Land,1971.0,3.2416267942583734
233,Chato's Land,1971.0,3.2416267942583734
234,Animation Legend: Winsor McCay,1921.0,2.9690721649484537
234,Animation Legend: Winsor McCay,1921.0,2.9690721649484537
235,Unhook the Stars,1996.0,3.024886877828054
235,Unhook the Stars,1996.0,3.024886877828054
236,Cartoon Crazys Sci-Fi,1998.0,2.32
236,Cartoon Crazys Sci-Fi,1998.0,2.32
237,Broken Blossoms,1918.0,3.3994252873563218
237,Broken Blossoms,1918.0,3.3994252873563218
238,Led Zeppelin: The Song Remains the Same,1976.0,3.678372591006424
238,Led Zeppelin: The Song Remains the Same,1976.0,3.678372591006424
239,Winnie the Pooh: Springtime with Roo,2004.0,3.7680365296803657
239,Winnie the Pooh: Springtime with Roo,2004.0,3.7680365296803657
240,Woman of the Year,1942.0,3.9484953703703702
240,Woman of the Year,1942.0,3.9484953703703702
241,North by Northwest,1959.0,4.157900839478688
241,North by Northwest,1959.0,4.157900839478688
242,Neon Genesis Evangelion: The End of Evangelion,1995.0,3.911157894736842
242,Neon Genesis Evangelion: The End of Evangelion,1995.0,3.911157894736842
243,Pressure Point,1962.0,3.025210084033614
243,Pressure Point,1962.0,3.025210084033614
244,Stellvia,2004.0,3.8666666666666663
244,Stellvia,2004.0,3.8666666666666663
245,Road Dogz,2002.0,2.78021978021978
245,Road Dogz,2002.0,2.78021978021978
246,The Boston Strangler,1968.0,3.1160092807424595
246,The Boston Strangler,1968.0,3.1160092807424595
247,Oleanna,1994.0,3.0321592649310873
247,Oleanna,1994.0,3.0321592649310873
248,Michael Moore's The Awful Truth: Season 2,2001.0,3.633338743710437
248,Michael Moore's The Awful Truth: Season 2,2001.0,3.633338743710437
249,The Hunters,1958.0,3.182741116751269
249,The Hunters,1958.0,3.182741116751269
250,Cast a Giant Shadow,1966.0,3.4385510996119018
250,Cast a Giant Shadow,1966.0,3.4385510996119018
251,Midsomer Murders: Strangler's Wood,2000.0,3.8803986710963456
251,Midsomer Murders: Strangler's Wood,2000.0,3.8803986710963456
252,Stuart Little 2,2002.0,3.3904539303727397
252,Stuart Little 2,2002.0,3.3904539303727397
253,A Night at the Opera,1935.0,4.0679207920792075
253,A Night at the Opera,1935.0,4.0679207920792075
254,Westender,2003.0,2.042105263157895
254,Westender,2003.0,2.042105263157895
255,The Hunchback of Notre Dame II,2001.0,3.142389882250327
255,The Hunchback of Notre Dame II,2001.0,3.142389882250327
256,Ghost Dog: The Way of the Samurai,2000.0,3.440720808871494
256,Ghost Dog: The Way of the Samurai,2000.0,3.440720808871494
257,Charlotte's Web,1973.0,3.9115765617575025
257,Charlotte's Web,1973.0,3.9115765617575025
258,Mann,1999.0,2.951219512195122
258,Mann,1999.0,2.951219512195122
259,Animal,2004.0,3.220319634703196
259,Animal,2004.0,3.220319634703196
